Geneid	Length	180300_sort.bam	180301_sort.bam	180302_sort.bam	180306_sort.bam	180307_sort.bam	180308_sort.bam	180309_sort.bam	180310_sort.bam	180311_sort.bam	180315_sort.bam	180316_sort.bam	180317_sort.bam
TrD0002C	1644	152	177	122	90	194	242	38	24	25	17	14	25
TrD0003W	1182	44	62	64	14	61	61	0	2	0	0	0	0
TrD0004C	1290	0	0	0	0	0	0	0	0	0	0	0	0
TrD0005W	723	0	0	0	0	0	0	0	0	0	0	1	2
TrD0006W	1422	13	14	8	11	21	15	5	19	3	23	16	8
TrD0007C	1785	1	2	5	5	7	7	16	27	19	22	12	19
TrD0008W	1503	27	18	40	26	55	47	66	73	60	63	88	86
TrD0009C	795	0	0	0	0	0	0	2	2	0	0	0	2
TrD0010W	1737	36	11	6	29	8	13	0	0	0	0	0	1
TrD0011C	402	0	0	6	8	10	11	2	10	8	2	1	4
TrD0012C	696	0	1	0	3	0	0	0	2	0	0	0	1
TrD0013C	747	1	3	0	0	0	1	0	0	0	0	0	0
TrD0014C	1284	166	194	191	194	195	158	99	116	73	100	105	140
TrD0015C	1947	12	6	5	13	15	3	8	6	10	13	11	8
TrD0016C	852	25	49	29	29	19	9	19	4	4	1	14	4
TrD0017C	972	11	9	8	6	10	9	2	5	0	0	2	7
TrD0018W	837	10	3	12	7	21	17	2	7	3	12	5	15
TrD0019W	1377	12	6	11	7	15	11	8	4	1	7	7	8
TrD0020C	852	47	20	76	26	82	68	5	8	5	17	4	6
TrD0021C	1137	8	23	14	6	24	12	9	12	12	15	12	11
TrD0022W	2028	187	226	1519	480	754	1723	35	254	66	192	131	48
TrD0023W	1179	3	4	2	0	0	4	0	0	0	0	0	0
TrD0024C	573	0	0	0	0	0	0	0	0	0	0	0	0
TrD0025W	1605	12	44	10	50	75	73	57	43	49	51	62	57
TrD0026C	330	410	278	635	318	634	496	374	489	348	415	415	540
TrD0027C	2604	2612	1546	2771	1628	2546	2263	7589	3812	5826	3008	3159	4075
TrD0028W	472	2	3	10	1	4	5	91	46	52	5	6	5
TrD0029W	2109	45	31	104	27	66	72	43	28	39	9	3	20
TrD0030C	852	675	281	1128	289	873	814	9	10	14	6	4	8
TrD0031C	678	2	1	2	4	10	21	0	0	0	2	0	2
TrD0032W	1386	113	161	140	105	236	274	46	62	54	45	54	73
TrD0033W	2655	85	493	12	193	93	143	19	12	10	25	28	22
TrD0034W	2268	97	137	101	101	143	153	89	141	98	116	108	92
TrD0035C	231	2	0	4	3	2	2	1	1	4	3	8	2
TrD0036W	1704	14129	7659	16197	10944	14502	10343	127	372	126	720	804	364
TrD0037W	1488	532	349	577	362	891	801	207	339	198	446	414	442
TrD0038W	1641	506	373	667	369	601	529	648	751	492	666	704	788
TrD0039C	834	11	105	10	68	45	40	49	63	46	81	56	60
TrD0040C	1845	927	820	919	659	970	842	116	181	111	573	408	360
TrD0041W	1065	913	800	1045	737	1037	775	54	123	69	414	284	244
TrD0042C	1425	1	6	1	4	3	1	23	21	22	12	20	22
TrD0043C	921	21	33	7	42	15	29	3	1	1	15	12	10
TrD0044W	435	0	0	1	0	1	5	0	0	0	1	0	0
TrD0045C	1053	553	1121	440	450	543	727	596	418	454	425	368	455
TrD0046C	342	988	682	858	639	925	1152	1034	856	896	1107	989	1232
TrD0047W	1356	1151	2213	923	1501	1187	1380	1110	788	813	1022	944	1084
TrD0048W	987	391	1010	266	339	486	649	485	460	287	608	560	446
TrD0049W	684	148	120	161	119	223	236	141	142	150	137	175	162
TrD0050C	1059	380	348	364	346	399	450	640	391	412	375	421	490
TrD0051W	1626	165	143	197	89	263	234	307	209	201	258	280	301
TrD0052W	1488	587	416	601	432	572	578	552	600	486	572	572	747
TrD0053W	1872	1920	1503	1642	1296	2219	2575	2071	1782	1780	1972	1971	1893
TrD0054W	1215	80	265	94	115	188	212	191	143	115	189	181	142
TrD0055C	1512	1034	599	1032	648	1057	1169	1682	1134	1228	1273	1244	1514
TrD0056W	846	1992	965	2171	1298	1879	2015	2583	1867	1822	1927	1932	2203
TrD0057C	1791	1168	1311	1152	950	1409	1569	2758	1629	1803	1518	1590	1856
TrD0058W	1425	1588	1193	1677	1128	1560	1635	2616	1972	1626	1762	1796	1696
TrD0059W	1053	4	6	1	0	4	2	0	0	0	0	2	1
TrD0060C	1065	10	11	17	8	14	14	9	5	10	10	11	10
TrD0061W	2157	308	174	376	180	407	382	113	136	112	155	138	216
TrD0062W	1278	3370	1113	3907	1582	3169	2365	126	148	111	71	57	106
TrD0063C	861	23	51	12	15	18	38	9	7	2	7	11	8
TrD0064W	924	46	82	59	34	54	67	13	5	11	1	1	6
TrD0065C	1671	120	51	146	61	147	119	41	56	50	59	40	44
TrD0066W	828	0	0	5	0	2	0	0	0	0	3	1	2
TrD0067C	579	48	41	75	58	43	38	82	71	60	70	78	90
TrD0068W	804	92	49	75	111	49	53	21	49	30	124	96	39
TrD0069W	1020	0	0	4	0	1	0	1	2	0	4	0	0
TrD0070C	1617	2	3	1	0	5	4	0	4	1	1	6	4
TrD0071C	417	4	3	4	11	2	4	0	0	1	0	0	0
TrD0072C	675	50	32	68	36	246	284	0	3	2	4	0	10
TrD0073C	1146	139	46	111	39	343	402	3	1	1	2	1	0
TrD0074W	3198	221	92	240	139	714	785	0	4	1	4	6	5
TrD0075C	990	91	79	194	43	363	346	0	6	1	1	1	3
TrD0076C	1929	9	3	18	11	25	23	2	2	0	2	2	4
TrD0077C	705	19	23	54	33	262	252	6	1	1	3	4	4
TrD0078C	1335	51	30	39	21	47	50	59	75	46	46	62	70
TrD0079W	1179	15	14	8	13	16	22	13	11	14	20	25	21
TrD0080W	243	106	35	79	43	97	130	3	14	8	17	13	5
TrD0081C	1041	3	1	0	0	2	2	0	3	1	2	0	1
TrD0082C	759	0	0	0	0	0	0	0	0	0	0	0	0
TrD0083W	357	3	1	6	4	3	5	2	2	5	3	5	1
TrD0084W	624	1537	1393	1354	1060	1548	1604	1930	1145	1408	1085	1176	1152
TrD0085W	549	19	104	4	26	16	34	13	66	15	126	163	92
TrD0086W	2415	512	582	600	511	674	720	387	375	268	353	379	339
TrD0087C	1077	11	76	5	21	11	32	3	10	6	108	99	9
TrD0088W	1827	779	683	691	591	883	1023	853	893	689	904	859	863
TrD0089W	1452	2	8	0	4	2	2	0	0	0	0	0	0
TrD0090W	1842	3775	4242	3218	2544	3806	4314	2506	2156	1881	1918	2109	2217
TrD0091W	780	1078	381	1033	472	814	695	79	63	80	68	29	76
TrD0092C	2919	4476	4895	3769	4076	4268	4338	3764	3979	2823	4395	4135	4534
TrD0093W	1272	1387	4769	487	1724	1103	1330	275	374	343	1526	1292	904
TrD0094C	1164	12305	15408	9241	12284	11290	12791	12643	10848	10498	14502	14475	13837
TrD0095C	779	5	6	12	3	7	2	5	3	6	0	15	7
TrD0096W	549	20	17	25	16	33	22	35	37	15	27	26	37
TrD0097W	1632	652	498	651	512	573	585	1067	794	857	923	872	1006
TrD0098C	3045	1678	1225	1954	1344	1613	1669	3495	2190	2396	2196	2262	2659
TrD0099C	3885	5122	3169	4891	4092	4705	4928	5952	3820	3917	3733	3967	4903
TrD0100W	306	2	0	1	0	0	2	1	1	0	3	0	5
TrD0101W	298	1	0	1	1	0	0	0	0	3	0	0	0
TrD0102C	1035	2354	2986	2287	1997	2452	2457	2338	1662	1533	1904	2009	2151
TrD0103C	555	1	1	0	0	0	0	0	0	0	0	0	0
TrD0104W	1458	829	1134	760	589	753	1020	632	438	390	505	470	508
TrD0105C	3021	77	57	79	57	83	97	230	158	164	171	184	217
TrD0106C	1626	43366	29595	43071	31890	44310	45102	49708	38201	34678	37511	39141	42484
TrD0107W	7854	6831	3730	6607	5215	7263	6875	7380	6381	5734	6254	6220	7306
TrD0108C	231	1097	821	798	788	1060	1261	1379	1124	1202	1258	1257	1490
TrD0109W	1359	1603	1151	1397	1465	1475	1590	1388	1296	1284	1759	1697	2180
TrD0110W	2118	201	169	209	164	236	224	516	432	349	378	412	432
TrD0111C	1410	7	5	4	2	8	6	0	0	3	3	1	1
TrD0112C	1404	5366	3016	5389	3666	5517	5494	6092	4863	4204	4618	4796	5281
TrD0113W	1590	30	15	42	23	27	29	63	48	32	86	72	68
TrD0114W	921	0	0	0	0	0	0	0	0	0	0	0	0
TrD0115W	879	0	0	0	0	0	1	0	0	0	0	0	0
TrD0116W	1347	0	0	0	0	0	0	0	0	0	0	0	0
TrD0117W	1137	13	45	7	14	15	21	33	88	14	266	270	59
TrD0118W	1545	154	79	181	106	155	69	4	7	2	6	5	2
TrD0119W	1749	637	1177	526	687	776	846	1464	750	851	886	880	1031
TrD0120C	2472	2775	2022	2656	2704	2776	2932	3280	2067	2235	2184	2384	2915
TrD0121C	705	353	251	363	276	333	324	469	372	384	320	374	411
TrD0122W	747	2	1	2	2	2	4	4	7	1	4	6	11
TrD0123W	519	0	0	0	0	0	0	0	0	0	0	0	0
TrD0124C	1011	475	304	408	190	237	243	204	207	201	199	239	198
TrD0125C	1896	0	0	2	0	0	0	0	0	0	0	0	2
TrD0126C	1137	843	1120	631	548	720	769	1842	887	1147	956	1056	1366
TrD0127C	1989	98	139	140	157	176	143	5	9	2	10	8	3
TrD0128W	1791	351	212	326	328	364	334	222	160	142	232	202	194
TrD0129C	1497	0	3	1	0	0	2	21	14	12	9	8	16
TrD0130W	933	2	3	0	5	5	4	45	53	25	28	37	52
TrD0131C	2013	31	28	49	20	54	49	114	95	88	72	78	120
TrD0132C	339	54	27	47	57	28	42	86	78	75	103	82	122
TrD0133W	933	42	65	61	64	79	62	197	208	149	201	175	232
TrD0134C	786	7	4	11	2	21	13	11	14	10	58	35	38
TrD0135C	1317	167	181	179	86	382	341	13	25	11	11	7	8
TrD0136W	6825	786	502	1161	316	2188	1758	112	105	54	42	52	72
TrD0137W	1218	182	206	174	267	345	322	171	113	66	168	101	124
TrD0138C	1758	987	477	1193	706	718	739	2265	1568	1595	946	730	1065
TrD0139C	699	47	92	38	72	36	40	63	45	31	46	27	48
TrD0140W	288	8135	2422	2941	4686	1040	839	487	1675	860	9384	5955	1873
TrD0141C	420	0	0	0	0	0	0	0	0	0	0	0	0
TrD0142C	1017	3	2	1	1	2	1	1	1	0	5	0	10
TrD0143C	1107	41	16	50	26	43	47	59	70	47	51	59	64
TrD0144W	1176	35	29	19	16	29	38	0	1	0	1	0	2
TrD0145C	1674	156	81	186	113	209	125	121	164	115	204	194	176
TrD0146W	705	847	343	709	1079	1559	1401	1	9	2	0	0	0
TrD0147C	225	2	1	0	1	0	0	24	31	12	90	49	743
TrD0148W	858	68	45	60	54	48	80	127	145	110	123	139	210
TrD0149C	1266	409	683	299	382	490	454	445	332	294	350	388	456
TrD0150W	960	60	88	39	47	64	49	37	60	43	49	57	51
TrD0151W	5043	15425	9945	13668	13232	15214	14580	17765	13827	12536	14637	14253	18277
TrD0152C	2733	3022	1549	2774	2252	2537	2340	3565	2573	2482	2570	2677	3014
TrD0153C	459	110	50	134	47	158	121	54	30	32	22	28	38
TrD0154W	1554	158	74	126	72	149	135	113	77	72	88	124	118
TrD0155C	2061	598	441	650	393	1081	1055	5713	4150	4020	3188	3760	4385
TrD0156W	222	2	2	1	0	1	3	14	4	2	5	9	7
TrD0157C	1086	159	201	167	183	211	333	222	233	155	282	255	287
TrD0158W	1113	827	943	629	501	743	844	375	369	294	414	475	373
TrD0159W	114	2	0	0	1	1	0	1	2	5	3	3	4
TrD0160C	552	575	445	740	408	619	649	509	510	347	408	427	486
TrD0161C	481	404	167	503	252	398	369	430	469	402	425	368	488
TrD0162C	54	0	0	0	0	0	0	0	0	0	0	0	0
TrD0163C	54	0	0	0	0	0	0	0	0	0	0	0	0
TrD0164W	3621	2289	1379	1754	1822	1995	1911	5042	2676	3058	2884	2765	3901
TrD0165W	1782	116	60	60	29	30	34	3	1	4	17	14	16
TrD0166W	1065	1408	701	1551	920	989	1165	1264	755	754	533	658	698
TrD0167C	552	714	1795	472	673	711	723	938	585	642	604	711	699
TrD0168C	675	1177	724	1066	854	1153	1125	680	758	573	805	674	934
TrD0169C	588	2268	5420	1565	1943	1631	1903	840	958	713	1312	1149	978
TrD0170W	591	32	52	11	20	22	20	6	27	10	26	23	19
TrD0171W	2826	22172	21269	15283	17622	17237	17530	12371	8784	9304	10909	10349	10843
TrD0172W	159	365	406	425	353	422	282	267	225	162	201	167	240
TrD0173W	1344	15	3	17	4	16	11	13	6	12	1	3	3
TrD0174C	486	0	3	2	0	0	3	3	2	1	0	3	1
TrD0175C	156	15	33	21	30	41	29	26	18	28	12	13	18
TrD0176W	642	212	1036	14	414	223	306	476	206	341	126	148	215
TrD0177W	1083	2625	1844	2137	2208	2242	2302	3672	2759	3172	2992	3100	3853
TrD0178W	1341	20415	26797	13163	17212	14990	14672	19537	13205	13671	14273	14154	20874
TrD0179C	1005	881	468	860	593	856	791	770	673	626	766	786	840
TrD0180C	2085	483	418	470	404	495	540	927	458	534	396	345	584
TrD0181W	786	330	307	370	395	467	454	1021	568	712	633	612	756
TrD0182C	501	27	17	7	19	29	15	23	54	20	78	85	35
TrD0183W	1092	36	7	26	2	18	25	6	5	1	5	1	1
TrD0184C	2187	1025	881	999	999	941	1084	1962	1118	1175	1119	1194	1453
TrD0185C	336	319	124	236	164	300	195	284	253	312	265	183	296
TrD0186C	1197	924	471	1248	900	943	766	2319	1787	1921	1420	1510	1661
TrD0187W	1974	3020	1438	3477	2633	2921	2742	12283	7927	8233	4924	5321	6152
TrD0188C	1479	4	8	0	5	1	0	0	1	1	0	3	4
TrD0189W	1275	0	0	0	1	0	1	4	0	0	0	2	2
TrD0190C	864	1882	498	1250	1145	797	638	14	12	19	27	23	33
TrD0191C	1419	50	17	50	43	37	37	76	82	65	50	49	70
TrD0192C	765	953	509	892	573	782	720	466	439	416	541	561	683
TrD0193W	624	20	22	23	8	11	8	28	43	19	35	26	46
TrD0194C	984	1805	751	1955	1638	1229	1032	710	712	527	687	584	732
TrD0195W	420	38	3	13	8	3	2	0	0	0	0	0	0
TrD0196W	276	16	2	10	5	7	2	0	0	0	0	0	0
TrD0197C	1692	752	190	642	456	343	365	579	421	461	377	442	465
TrD0198C	786	23	16	13	7	13	13	30	23	37	17	22	19
TrD0199W	653	12	4	15	6	11	8	15	4	4	5	14	11
TrD0200W	384	90	9	73	40	40	14	1	2	0	0	0	0
TrD0201C	231	0	0	0	0	0	0	0	2	1	3	3	0
TrD0202C	870	45	43	59	41	58	41	26	35	44	59	49	44
TrD0203C	660	604	442	615	581	609	515	550	559	476	676	718	834
TrD0204W	780	603	456	688	608	583	581	741	757	514	665	610	904
TrD0205C	570	209	89	168	190	251	220	360	300	246	291	287	381
TrD0206W	1875	894	652	631	648	787	853	1848	1256	1389	1429	1533	1653
TrD0207C	1035	661	870	719	668	748	807	1105	924	808	786	834	962
TrD0208W	330	3177	3813	3875	4561	3899	3445	4789	5462	3907	5477	4697	6955
TrD0209C	1194	7	6	6	3	4	13	1	2	3	5	5	1
TrD0210C	1725	840	583	812	779	815	694	341	429	350	465	386	552
TrD0211W	1428	457	274	381	317	408	432	286	366	241	310	284	313
TrD0212C	618	278	107	260	140	107	98	2	20	9	87	73	18
TrD0213C	828	2634	1571	2403	2000	2489	2749	4234	3051	3012	3387	3427	4010
TrD0214W	1095	512	405	472	368	498	518	1383	659	868	729	818	1093
TrD0215W	906	40	26	30	19	41	54	61	55	45	61	54	55
TrD0216C	2781	595	641	807	451	721	792	463	479	359	390	399	463
TrD0217C	1296	1	0	0	0	0	0	0	0	0	0	0	0
TrD0218C	1482	355	223	291	252	290	343	803	452	526	438	415	645
TrD0219C	3105	2262	1559	1844	1793	2084	2301	2853	1797	1796	1851	1864	2372
TrD0220W	81	1	0	0	0	0	0	0	0	0	0	0	0
TrD0221W	231	1005	1578	683	749	862	1057	71	87	54	177	130	125
TrD0222C	1836	229	190	223	225	261	301	1736	1411	1191	1376	1605	1706
TrD0223W	1881	2160	1506	2195	1489	2718	2930	7928	6057	6129	5467	6282	7799
TrD0224W	2610	1995	1340	2030	1495	1789	1981	2929	2005	1914	1742	2057	2274
TrD0225W	3204	1047	852	875	983	1011	1066	2332	1822	1516	1826	1898	2342
TrD0226C	2016	1055	814	954	1035	921	913	911	830	759	795	868	1061
TrD0227W	504	7141	6704	3896	5458	6032	6433	8664	5912	7813	7622	8367	9145
TrD0228C	348	0	0	0	1	0	1	1	5	0	0	0	0
TrD0229C	309	5	0	8	0	1	4	0	3	0	0	0	0
TrD0230W	1575	3882	3593	3349	3844	3796	3498	11920	10142	8833	9780	10404	14259
TrD0231W	1440	12	5	5	13	5	10	3	0	0	3	1	0
TrD0232W	453	0	0	0	0	0	2	0	0	0	0	0	0
TrD0233C	1263	64	60	84	52	85	66	162	125	114	123	120	158
TrD0234C	3306	71	52	86	27	102	117	0	2	1	7	3	2
TrD0235C	1491	2	7	3	5	7	2	1	1	0	1	1	1
TrD0236C	1146	4	4	6	4	3	2	0	2	0	3	2	0
TrD0237W	984	48	78	103	66	148	190	42	52	26	48	62	77
TrD0238W	756	49	29	41	38	38	42	26	54	28	42	28	38
TrD0239C	594	150	116	179	147	180	147	101	121	89	98	110	134
TrD0240W	1605	90	49	90	73	79	102	60	118	68	84	79	127
TrD0241W	2214	299	250	317	286	424	420	337	314	276	336	381	462
TrD0242C	450	5	1	7	4	6	5	3	3	1	1	0	3
TrD0243C	1806	342	225	379	212	308	322	111	117	63	81	88	107
TrD0244C	1539	0	0	0	3	1	4	0	0	0	0	0	0
TrD0245C	321	0	0	0	0	0	0	2	0	0	0	2	0
TrD0246C	1932	172	59	50	163	32	24	9	50	19	152	98	22
TrD0247W	315	33	14	16	23	5	1	2	11	4	38	16	3
TrD0248C	306	945	347	449	725	175	137	36	159	84	634	404	112
TrD0249W	462	2	3	2	0	2	0	0	0	0	0	0	0
TrD0250C	1053	0	1	0	0	1	0	0	0	0	0	0	0
TrD0251W	954	16	23	21	28	42	30	47	60	55	64	81	93
TrD0252C	1629	57	25	60	39	63	66	124	124	91	82	88	132
TrD0253C	1971	82	38	103	82	131	128	172	162	143	186	181	194
TrD0254W	2547	204	109	251	121	258	194	242	249	189	245	157	260
TrD0255W	669	0	2	0	0	1	1	1	1	1	0	0	0
TrD0256C	2898	2081	1499	1968	1665	2158	1933	1314	1542	1109	1494	1441	1735
TrD0257C	1419	539	407	617	383	636	549	332	309	277	235	234	238
TrD0258C	1452	117	66	137	84	153	135	254	252	177	230	178	268
TrD0259C	1704	476	363	492	431	498	550	552	389	336	420	381	570
TrD0260W	2376	514	340	529	410	544	560	717	564	518	512	469	617
TrD0261C	174	305	143	514	195	363	288	451	516	266	526	698	801
TrD0262C	783	1460	625	1845	892	1549	1620	1806	1833	1117	2500	3507	3330
TrD0263C	452	13	1	26	4	15	21	2	5	2	8	7	4
TrD0264W	645	1103	503	1173	560	836	874	952	1500	1215	1500	2168	1952
TrD0265W	795	0	0	2	0	0	0	0	6	2	0	4	5
TrD0266W	1632	355	217	337	257	364	362	453	339	338	346	347	458
TrD0267C	2394	748	466	716	573	741	835	1027	985	739	763	806	879
TrD0268W	1509	576	363	460	445	580	565	511	627	521	566	610	579
TrD0269C	2358	5048	4695	3904	4685	4391	5103	6642	4556	4506	5381	5467	6346
TrD0270C	585	2458	1844	2462	1874	2780	2548	3035	2872	2389	2652	2775	3479
TrD0271W	342	2	0	0	1	0	0	0	0	0	1	1	0
TrD0272W	375	2	2	7	0	0	4	12	9	5	8	10	14
TrD0273W	705	65	33	86	26	73	68	86	110	68	58	71	94
TrD0274C	1917	435	325	395	334	420	447	461	473	354	517	434	514
TrD0275W	2772	1743	1516	1614	1179	1889	2055	1891	1501	1409	1603	1744	2007
TrD0276C	2664	1265	863	1293	1240	1518	1464	1992	1234	1078	1150	1146	1551
TrD0277W	1236	3306	3654	2585	3464	3188	3419	5512	3953	3688	4675	4933	6168
TrD0278C	4380	1053	894	1161	576	1571	1335	697	699	525	835	690	608
TrD0279W	963	2073	4732	1317	1895	2006	2756	1868	1712	1320	2414	2291	1991
TrD0280C	1845	3397	2217	4084	2248	4619	4525	4772	5577	4179	4457	4322	4475
TrD0281W	762	1	0	0	1	1	0	0	1	0	1	0	0
TrD0282C	1016	4	5	3	11	14	9	5	15	4	16	16	10
TrD0283C	275	0	0	1	0	1	0	0	1	0	0	1	0
TrD0284W	180	4	1	5	1	11	2	6	13	9	6	4	16
TrD0285W	1047	1	3	6	8	10	10	9	13	9	10	10	6
TrD0286C	4650	9285	6915	9173	7214	10160	10079	10221	8582	7300	7687	8419	9376
TrD0287W	269	0	1	3	1	4	5	1	2	6	2	2	1
TrD0288C	888	159	285	102	151	220	191	165	183	134	182	172	246
TrD0289W	3135	590	461	701	516	804	713	961	973	711	931	809	1036
TrD0290C	1275	437	432	649	438	681	847	654	711	596	644	723	812
TrD0291C	1293	507	173	628	264	314	387	22	21	7	6	9	12
TrD0292C	732	650	531	548	463	561	585	836	622	766	629	657	793
TrD0293C	1056	322	281	325	274	332	385	441	427	353	359	411	435
TrD0294W	825	226	223	351	249	325	379	281	351	255	332	318	341
TrD0295W	2799	2	0	2	0	0	1	0	2	0	5	0	0
TrD0296C	1278	0	0	1	0	1	1	0	0	0	0	0	0
TrD0297C	244	0	0	0	0	0	0	0	0	0	0	0	0
TrD0298C	1533	1427	1680	1337	988	1044	1054	49	34	35	28	17	19
TrD0299W	1818	500	735	629	389	364	364	28	31	20	24	14	29
TrD0300W	402	384	149	307	289	446	391	587	461	565	480	515	549
TrD0301C	1308	1412	5953	1062	1408	1128	1677	439	1095	388	1955	2018	895
TrD0302C	1947	186	137	221	114	224	239	204	361	158	347	406	321
TrD0303C	525	268	113	304	187	344	356	277	269	212	253	179	213
TrD0304W	915	2893	1124	3107	1800	2714	3583	1787	1762	1680	1746	1660	1747
TrD0305C	3567	1102	946	1037	891	1261	1188	1493	1303	1130	1360	1369	1819
TrD0306W	918	190	248	233	179	222	217	229	195	204	165	170	278
TrD0307C	1665	124	142	160	145	137	131	2383	1842	1520	1996	2124	2594
TrD0308C	2160	69	53	88	68	112	101	745	641	468	510	561	739
TrD0309W	4083	1670	1065	1639	1369	1623	1576	2393	1742	1633	1723	1796	2389
TrD0310C	990	35	32	41	35	65	79	61	74	75	78	58	71
TrD0311W	609	130	908	60	369	379	921	22	16	17	29	21	31
TrD0312C	2529	1711	6092	1439	1987	2102	2606	1953	1279	1100	1394	1270	1547
TrD0313C	129	0	1	0	0	0	0	0	0	0	0	0	0
TrD0314C	36	0	0	0	0	0	0	0	0	0	0	0	0
TrD0315W	180	0	0	0	0	0	0	0	0	0	0	0	0
TrD0316W	183	13	8	13	7	15	10	9	17	2	6	10	11
TrD0317C	861	199	95	172	145	186	231	156	200	135	154	120	128
TrD0318W	402	0	0	1	0	0	0	0	0	0	0	0	0
TrD0319C	380	89	66	117	102	135	105	151	165	120	128	116	118
TrD0320W	330	45	24	45	31	41	51	67	62	36	75	44	52
TrD0321C	695	6	4	2	11	10	10	2	5	1	3	0	1
TrD0322C	2862	1104	778	1158	733	1153	1270	1702	1267	1240	844	799	903
TrD0323C	1494	4041	3378	4865	1908	5435	4703	19768	12705	14835	1255	1633	1446
TrD0324W	1926	218	106	240	166	284	239	942	567	653	271	273	372
TrD0325W	1545	348	217	305	150	337	341	451	319	317	167	201	229
TrD0326W	1506	573	293	579	384	458	620	534	377	394	302	333	447
TrD0327W	2115	359	238	350	259	349	391	420	365	374	316	406	343
TrD0328C	2772	15936	72201	4431	18328	18877	31920	10934	27256	11138	30824	31258	12172
TrD0329W	771	450	341	348	372	397	407	663	535	410	617	536	698
TrD0330C	918	1721	718	2593	960	1859	1913	913	1053	783	682	688	826
TrD0331C	957	122	116	122	147	140	164	117	155	83	160	152	182
TrD0332W	2571	2096	1578	2260	1699	2222	2520	3835	2665	2449	2625	2883	3219
TrD0333W	633	94	22	150	34	93	58	57	28	48	7	18	29
TrD0334W	1164	182	105	180	125	229	250	395	307	299	336	337	375
TrD0335C	1965	1540	624	1632	1178	1259	1273	454	417	301	276	312	409
TrD0336W	768	540	487	597	459	771	679	1104	1048	1010	1018	1078	1223
TrD0337W	231	0	0	0	0	0	0	0	0	0	0	0	0
TrD0338C	738	122	87	147	63	152	145	94	106	91	85	81	116
TrD0339C	1395	247	147	264	174	227	200	98	85	78	58	76	106
TrD0340W	1770	101	43	105	62	98	64	78	92	67	88	77	83
TrD0341C	1218	10156	4624	14650	4611	12878	11700	6715	7612	6144	6619	4567	5886
TrD0342C	2532	1460	1187	1405	1333	1568	1489	1814	1601	1274	1543	1635	1950
TrD0343W	537	258	171	222	218	259	273	168	248	220	268	245	304
TrD0344C	333	200	133	268	167	256	170	270	284	257	317	265	374
TrD0345W	492	448	372	383	357	430	514	441	364	336	442	395	484
TrD0346C	312	3314	3828	3287	2735	3562	3379	2631	2500	2077	2792	2558	3217
TrD0347C	2424	974	673	993	726	941	1064	1321	922	880	838	802	1124
TrD0348W	489	250	147	209	211	200	202	303	235	194	254	240	286
TrD0349C	648	168	212	141	194	237	267	207	160	148	203	187	244
TrD0350W	1287	215	123	191	164	240	236	430	442	302	374	414	408
TrD0351W	831	818	778	814	614	700	907	540	451	395	528	449	465
TrD0352W	2961	3058	2476	2938	2701	3273	3684	4235	3354	2990	3424	3363	4363
TrD0353C	2877	1034	1064	894	943	1039	1112	1387	990	968	1134	1152	1471
TrD0354C	654	1922	2041	2035	1714	1975	2220	1725	1609	1366	1485	1558	1852
TrD0355W	2067	434	221	484	311	337	258	895	567	690	464	449	671
TrD0356C	2445	2061	1431	1872	1645	1837	2133	2753	2021	1965	1992	2100	2145
TrD0357W	1551	261	87	108	149	62	60	5	32	16	148	115	34
TrD0358C	2511	1091	807	1052	891	903	850	1371	902	1005	774	746	889
TrD0359W	861	91	280	65	144	360	527	32	33	31	28	40	33
TrD0360W	2484	46403	93566	33050	47996	48639	43477	153	314	89	210	160	220
TrD0361W	651	143	83	180	127	197	173	98	125	145	116	130	181
TrD0362C	2034	91	57	83	78	138	104	185	138	139	163	146	169
TrD0363W	1266	101	56	101	77	108	128	47	46	55	53	66	42
TrD0364C	939	202	195	241	186	205	252	258	327	233	348	351	342
TrD0365W	726	587	334	548	372	666	617	788	1076	805	1571	1419	929
TrD0366W	177	0	0	0	0	0	0	0	0	0	0	0	0
TrD0367C	1938	1775	1339	1679	1287	1772	2059	1925	1829	1460	2017	2177	2168
TrD0368W	1686	1568	783	1673	870	1285	1291	2442	2019	1832	1380	1378	1751
TrD0369C	693	463	1025	323	439	415	560	288	318	228	381	406	342
TrD0370W	2217	561	542	664	430	538	606	1646	640	733	493	568	629
TrD0371C	960	27	44	27	20	48	35	11	25	11	18	14	13
TrD0372W	993	70	57	26	20	50	51	6	3	9	4	2	0
TrD0373C	1269	59	70	20	41	59	51	78	83	65	46	72	75
TrD0374W	1620	16	21	10	16	31	24	1	4	0	1	0	0
TrD0375W	6996	1336	785	1615	1248	1807	1662	2251	1859	1475	1834	1887	2421
TrD0376W	1251	229	195	270	234	267	205	114	182	131	169	152	141
TrD0377W	747	410	438	552	351	507	498	348	469	272	378	412	452
TrD0378C	333	0	0	0	0	0	0	0	0	0	0	0	0
TrD0379W	243	110	53	115	79	240	153	687	1011	806	778	621	658
TrD0380C	1548	205	1754	9	340	216	327	43	33	18	79	89	28
TrD0381W	91	0	1	0	1	0	0	0	0	0	0	3	0
TrD0382C	1125	0	0	0	0	0	0	0	1	0	1	0	0
TrD0383C	7233	3658	2349	3470	3643	3423	3274	3697	3464	2701	3179	3233	3671
TrD0384W	3432	2172	1911	1842	1536	2016	2072	2448	2269	1822	1952	2209	2365
TrD0385W	228	32	35	42	28	36	37	47	47	36	34	20	44
TrD0386C	1698	1895	1914	1592	1612	2153	2250	2442	2602	1925	2680	2565	3103
